fiscal_year,available_from,code,net_income,equity,shares,EPS,BPS,ROE
2025,2026-03-31,012750,178563436607.0,1756330800795.0,80000000.0,2232.0429575875,21954.1350099375,0.10166845364561937
2019,2020-03-30,103590,3604463098.0,303724465695.0,140000000.0,25.746164985714287,2169.46046925,0.01186754280644484
2020,2021-03-31,103590,4818812413.0,308884249416.0,140000000.0,34.420088664285714,2206.316067257143,0.015600706161323578
2021,2022-03-31,103590,14946262435.0,323057560316.0,140000000.0,106.75901739285715,2307.5540022571427,0.04626501364147075
2022,2023-03-31,103590,24221646869.0,344902375464.0,140000000.0,173.01176335,2463.5883961714285,0.07022754434907681
2023,2024-03-30,103590,0.0,371142176219.0,140000000.0,0.0,2651.015544421429,0.0
2024,2025-03-31,103590,0.0,500309704000.0,140000000.0,0.0,3573.640742857143,0.0
2025,2026-03-31,103590,103889478000.0,588671403000.0,140000000.0,742.0677,4204.795735714286,0.1764812720144994
2019,2020-03-30,068270,301442694249.0,2872913210933.0,400000000.0,753.6067356225,7182.2830273325,0.10492579208513725
2020,2021-03-31,068270,525702909620.0,3427580354138.0,400000000.0,1314.25727405,8568.950885345,0.1533743502133617
2021,2022-03-31,068270,595779438812.0,4050374686795.0,400000000.0,1489.44859703,10125.9367169875,0.1470924259808248
2022,2023-03-31,068270,542566233270.0,4274204269789.0,400000000.0,1356.415583175,10685.5106744725,0.12693970597169993
2023,2024-03-30,068270,539706505110.0,17125794307235.0,400000000.0,1349.266262775,42814.4857680875,0.03151424660530895
2024,2025-03-31,068270,418883310404.0,17580062368691.0,400000000.0,1047.20827601,43950.1559217275,0.023827179996244223
2025,2026-03-31,068270,1031483789240.0,17352529819114.0,400000000.0,2578.7094731,43381.324547785,0.059442847814836164
2019,2020-03-30,097230,306169000000.0,244994000000.0,320000000.0,956.778125,765.60625,1.2496999926528813
2020,2021-03-31,097230,78346000000.0,320003000000.0,320000000.0,244.83125,1000.009375,0.24482895472854943
2021,2022-03-31,097230,-139844000000.0,432005000000.0,320000000.0,-437.0125,1350.015625,-0.32370921632851474
2022,2023-03-31,097230,-50160000000.0,384990000000.0,320000000.0,-156.75,1203.09375,-0.13028909841814074
2023,2024-03-30,097230,-114319000000.0,340912000000.0,320000000.0,-357.246875,1065.35,-0.3353328718261604
2024,2025-03-31,097230,5225000000.0,343397000000.0,320000000.0,16.328125,1073.115625,0.01521562506370178
2025,2026-03-31,097230,51444000000.0,669588000000.0,360000000.0,142.9,1859.9666666666667,0.07682933385902974
2022,2023-03-31,450080,15582712507.0,314300581291.0,100000000.0,155.82712507,3143.00581291,0.049579012685861075
2023,2024-03-30,450080,5045159766.0,799097396195.0,100000000.0,50.45159766,7990.97396195,0.00631357302629585
2024,2025-03-31,450080,-42686351369.0,737605448212.0,100000000.0,-426.86351369,7376.05448212,-0.05787152395969185
2025,2026-03-31,450080,24103738371.0,1144680193740.0,100000000.0,241.03738371,11446.8019374,0.021057181300784232
2019,2020-03-30,001440,-12627729000.0,312646586000.0,1500000000.0,-8.418486,208.43105733333334,-0.04038978695260725
2020,2021-03-31,001440,2683898000.0,359634314000.0,1500000000.0,1.7892653333333333,239.75620933333335,0.007462852946785272
2021,2022-03-31,001440,28937337000.0,387760789000.0,2000000000.0,14.4686685,193.8803945,0.07462677460149278
2022,2023-03-31,001440,21830706000.0,882204303000.0,2000000000.0,10.915353,441.1021515,0.02474563536559853
2023,2024-03-30,001440,71872998000.0,953285756000.0,2000000000.0,35.936499,476.642878,0.07539501932933529
2024,2025-03-31,001440,74190402000.0,1496112472000.0,2000000000.0,37.095201,748.056236,0.049588786530749544
2025,2026-03-31,001440,89877397889.0,1632342790538.0,2000000000.0,44.9386989445,816.171395269,0.05506036992351191
2019,2020-03-30,064350,-355687197000.0,882880161000.0,160000000.0,-2223.04498125,5518.00100625,-0.4028714345524862
2020,2021-03-31,064350,22409492000.0,1346151461000.0,160000000.0,140.059325,8413.44663125,0.016647080695773208
2021,2022-03-31,064350,51411601000.0,1268245101000.0,160000000.0,321.32250625,7926.53188125,0.040537590848537405
2022,2023-03-31,064350,194534253000.0,1491470592000.0,200000000.0,972.671265,7457.35296,0.13043116910480793
2023,2024-03-30,064350,156778978000.0,1646976156000.0,200000000.0,783.89489,8234.88078,0.09519201442525316
2024,2025-03-31,064350,405259414000.0,2009085189000.0,200000000.0,2026.29707,10045.425945,0.2017134047967938
2025,2026-03-31,064350,770492199000.0,3041233616000.0,200000000.0,3852.460995,15206.16808,0.25334857373219305
2019,2020-03-30,036570,359154722508.0,2512165430801.0,100000000.0,3591.54722508,25121.65430801,0.14296619088237517
2020,2021-03-31,036570,586612599330.0,3144687233156.0,100000000.0,5866.1259933,31446.87233156,0.1865408404196932
2021,2022-03-31,036570,395734616139.0,3151226726374.0,100000000.0,3957.34616139,31512.26726374,0.12558113093765144
2022,2023-03-31,036570,435990309263.0,3198548842532.0,99000000.0,4403.942517808081,32308.5741669899,0.1363087858673642
2023,2024-03-30,036570,213914315973.0,3253028540550.0,99000000.0,2160.7506663939394,32858.8741469697,0.06575851189329954
2024,2025-03-31,036570,94115833907.0,3063588634574.0,99000000.0,950.6649889595959,30945.339743171717,0.03072078047452577
2025,2026-03-31,036570,347421554268.0,3370430829195.0,99000000.0,3509.308628969697,34044.755850454545,0.1030792714268457
2019,2020-03-30,006280,-11287400054.0,1184076724821.0,30000000.0,-376.2466684666667,39469.2241607,-0.009532659343258644
2020,2021-03-31,006280,89270741454.0,1269305743504.0,30000000.0,2975.6913818,42310.19145013333,0.07033036910993752
2021,2022-03-31,006280,136949879241.0,1499757017639.0,30000000.0,4564.9959747,49991.900587966666,0.09131471140344723
2022,2023-03-31,006280,69414784584.0,1566641931089.0,30000000.0,2313.8261528,52221.397702966664,0.04430800887331579
2023,2024-03-30,006280,-19808730987.0,1539863309487.0,30000000.0,-660.2910329,51328.7769829,-0.012863954134733692
2024,2025-03-31,006280,-42637064523.0,1481015706005.0,30000000.0,-1421.2354841,49367.19020016667,-0.028789069791847335
2025,2026-03-31,006280,-29685159445.0,1394272744164.0,30000000.0,-989.5053148333334,46475.7581388,-0.021290783721659205
2019,2020-03-30,033780,1037198624955.0,8739585488284.0,800000000.0,1296.49828119375,10924.481860355,0.11867824010022378
2020,2021-03-31,033780,1171643099110.0,9091571656245.0,800000000.0,1464.5538738875,11364.46457030625,0.12887134847638784
2021,2022-03-31,033780,971758744656.0,9208862153052.0,800000000.0,1214.69843082,11511.077691315,0.10552430132032542
2022,2023-03-31,033780,1005327163465.0,9358580031392.0,800000000.0,1256.65895433125,11698.22503924,0.10742304495904034
2023,2024-03-30,033780,922361000000.0,9294935000000.0,800000000.0,1152.95125,11618.66875,0.09923264659731348
2024,2025-03-31,033780,1164999000000.0,9358465000000.0,800000000.0,1456.24875,11698.08125,0.12448612031994563
2025,2026-03-31,033780,1102316000000.0,9336169000000.0,800000000.0,1377.895,11670.21125,0.1180694136963459
2019,2020-03-30,035250,334653892485.0,3717759076243.0,1000000000.0,334.653892485,3717.759076243,0.09001494868871013
2020,2021-03-31,035250,-275879104412.0,3247028580390.0,750000000.0,-367.8388058826667,4329.37144052,-0.08496355901458194
2021,2022-03-31,035250,-10582086270.0,3252792611203.0,750000000.0,-14.10944836,4337.056814937333,-0.0032532311569923185
2022,2023-03-31,035250,115612767888.0,3415377900739.0,750000000.0,154.150357184,4553.837200985334,0.03385065174280842
2023,2024-03-30,035250,340880761170.0,3677900816262.0,750000000.0,454.50768156,4903.867755016,0.0926835111112243
2024,2025-03-31,035250,456893167585.0,3883662813757.0,750000000.0,609.1908901133334,5178.2170850093335,0.11764491138791941
2025,2026-03-31,035250,318192728196.0,3964518835963.0,750000000.0,424.256970928,5286.025114617333,0.08026011260423474
2019,2020-03-30,034220,-2872078000000.0,12488281000000.0,500000000.0,-5744.156,24976.562,-0.22998185258643683
2020,2021-03-31,034220,-70636000000.0,12736939000000.0,500000000.0,-141.272,25473.878,-0.005545759463871186
2021,2022-03-31,034220,1333544000000.0,14762501000000.0,500000000.0,2667.088,29525.002,0.09033320302569328
2022,2023-03-31,034220,-3195585000000.0,11319227000000.0,500000000.0,-6391.17,22638.454,-0.2823147729080793
2023,2024-03-30,034220,-2576729000000.0,8770544000000.0,500000000.0,-5153.458,17541.088,-0.2937935206755704
2024,2025-03-31,034220,-2409300000000.0,8072807000000.0,500000000.0,-4818.6,16145.614,-0.29844637683026487
2025,2026-03-31,034220,303807000000.0,7839238000000.0,1000000000.0,303.807,7839.238,0.038754659572779904
2019,2020-03-30,006400,402366429569.0,12660345195136.0,170000000.0,2366.861350405882,74472.61879491765,0.03178163180918526
2020,2021-03-31,006400,630966297526.0,13358926888116.0,170000000.0,3711.5664560352943,78581.9228712706,0.0472318100705606
2021,2022-03-31,006400,1250401560241.0,15196699314855.0,170000000.0,7355.303295535294,89392.34891091177,0.0822811279169493
2022,2023-03-31,006400,2039361447986.0,17217502156128.0,170000000.0,11996.243811682352,101279.42444781176,0.11844699826334314
2023,2024-03-30,006400,2066046562201.0,19907249977522.0,170000000.0,12153.215071770588,117101.47045601177,0.10378362478664047
2024,2025-03-31,006400,575512415979.0,21567237112527.0,170000000.0,3385.367152817647,126866.10066192353,0.026684568495086578
2025,2026-03-31,006400,-584875358534.0,23570113159830.0,170000000.0,-3440.443285494118,138647.72446958823,-0.024814278767689144
2019,2020-03-30,028050,323809854401.0,1295186237870.0,300000000.0,1079.3661813366666,4317.287459566666,0.25001026488169137
2020,2021-03-31,028050,252135563290.0,1581735518369.0,300000000.0,840.4518776333333,5272.451727896667,0.15940437599200435
2021,2022-03-31,028050,351071466376.0,1960517718335.0,300000000.0,1170.2382212533332,6535.059061116666,0.17907079497050038
2022,2023-03-31,028050,595319035026.0,2577040406955.0,300000000.0,1984.39678342,8590.13468985,0.2310088089497292
2023,2024-03-30,028050,695607943011.0,3298338295974.0,300000000.0,2318.69314337,10994.46098658,0.210896481983085
2024,2025-03-31,028050,638672451980.0,3895741786193.0,300000000.0,2128.908173266667,12985.805953976667,0.16394116628661984
2025,2026-03-31,028050,648307939623.0,4446187475181.0,300000000.0,2161.02646541,14820.62491727,0.14581210154585486
2019,2020-03-30,079550,3185323837.0,633974397912.0,90000000.0,35.39248707777778,7044.1599768,0.0050243729833426886
2020,2021-03-31,079550,57881698047.0,672508651689.0,90000000.0,643.1299783,7472.3183521,0.08606833220900666
2021,2022-03-31,079550,105055805629.0,763304384997.0,90000000.0,1167.2867292111112,8481.1598333,0.13763291249717227
2022,2023-03-31,079550,122939587371.0,935179067809.0,90000000.0,1365.9954152333332,10390.87853121111,0.13146101276521413
2023,2024-03-30,079550,174962143119.0,1052359009288.0,90000000.0,1944.0238124333334,11692.877880977778,0.16625708676868273
2024,2025-03-31,079550,216648719554.0,1237435235062.0,90000000.0,2407.2079950444445,13749.280389577778,0.17507883517083228
2025,2026-03-31,079550,237479536396.0,1476107505166.0,90000000.0,2638.6615155111112,16401.194501844446,0.16088227691064652
2019,2020-03-30,001740,-28925000000.0,2305253000000.0,1500000000.0,-19.283333333333335,1536.8353333333334,-0.012547429718126384
2020,2021-03-31,001740,21854000000.0,2245250000000.0,1500000000.0,14.569333333333333,1496.8333333333333,0.009733437256430241
2021,2022-03-31,001740,61438000000.0,2388995000000.0,1500000000.0,40.958666666666666,1592.6633333333334,0.025717090240875345
2022,2023-03-31,001740,68433000000.0,2450712000000.0,1500000000.0,45.622,1633.808,0.027923721759227523
2023,2024-03-30,001740,5459000000.0,2155841000000.0,1500000000.0,3.6393333333333335,1437.2273333333333,0.0025321904537486764
2024,2025-03-31,001740,46292000000.0,2053309000000.0,1500000000.0,30.861333333333334,1368.8726666666666,0.02254507236855242
2025,2026-03-31,001740,49981000000.0,2025631000000.0,1500000000.0,33.32066666666667,1350.4206666666666,0.02467428667906445
2019,2020-03-30,081660,338143798848.0,1800943617825.0,200000000.0,1690.71899424,9004.718089125,0.18775923660307386
2020,2021-03-31,081660,197738719098.0,1857327806985.0,200000000.0,988.69359549,9286.639034925,0.10646409231281
2021,2022-03-31,081660,337809329714.0,2306489236326.0,200000000.0,1689.04664857,11532.44618163,0.14646039721047885
2022,2023-03-31,081660,467543841046.0,2574563334802.0,200000000.0,2337.71920523,12872.81667401,0.18160121940909915
2023,2024-03-30,081660,153056827039.0,2553918905270.0,200000000.0,765.284135195,12769.59452635,0.059930182874314425
2024,2025-03-31,081660,207722009422.0,2736298905138.0,200000000.0,1038.61004711,13681.49452569,0.0759134935996782
2025,2026-03-31,081660,348617792581.0,2594417063998.0,200000000.0,1743.088962905,12972.08531999,0.1343723017469595
2019,2020-03-30,004990,-505308590011.0,7792536690730.0,497000000.0,-1016.7174849315895,15679.148271086518,-0.06484519869019224
2020,2021-03-31,004990,-238878978680.0,7831106608529.0,497000000.0,-480.64180820925554,15756.75373949497,-0.03050385987847906
2021,2022-03-31,004990,150433761012.0,9629296923407.0,497000000.0,302.6836237665996,19374.84290423944,0.015622507251419776
2022,2023-03-31,004990,336571001704.0,9766258734737.0,497000000.0,677.2052348169015,19650.419989410464,0.034462634141247096
2023,2024-03-30,004990,163660188554.0,9672841607501.0,497000000.0,329.29615403219316,19462.457962778673,0.016919556340826092
2024,2025-03-31,004990,-946077909988.0,9199764345455.0,497000000.0,-1903.5772836780684,18510.592244376257,-0.10283718956946925
2025,2026-03-31,004990,-595003287583.0,9421639933465.0,497000000.0,-1197.1897134466801,18957.02199892354,-0.06315283663830012
2019,2020-03-30,066970,-8809230051.0,131820532562.0,55000000.0,-160.1678191090909,2396.736955672727,-0.06682745001698956
2020,2021-03-31,066970,-15018130143.0,197605845820.0,55000000.0,-273.0569116909091,3592.8335603636365,-0.0760004345047569
2021,2022-03-31,066970,-112263172018.0,635190355556.0,55000000.0,-2041.1485821454546,11548.915555563637,-0.17673941525723086
2022,2023-03-31,066970,271012385909.0,1285330380477.0,55000000.0,4927.497925618181,23369.6432814,0.21085036969905308
2023,2024-03-30,066970,-194922089742.0,1109988603801.0,55000000.0,-3544.037995309091,20181.6109782,-0.17560728918703913
2024,2025-03-31,066970,-380729239417.0,723347931361.0,55000000.0,-6922.349807581818,13151.7805702,-0.5263431647625604
2025,2026-03-31,066970,-534701333152.0,676823890646.0,55000000.0,-9721.842420945455,12305.888920836363,-0.7900154538600137
2023,2024-03-30,055550,4478000000000.0,56321865000000.0,1000000000.0,4478.0,56321.865,0.07950731034918677
2024,2025-03-31,055550,4558170000000.0,58821033000000.0,1000000000.0,4558.17,58821.033,0.07749217869057146
2025,2026-03-31,055550,5084519000000.0,60372324000000.0,1000000000.0,5084.519,60372.324,0.08421936846426518
2019,2020-03-30,004370,71068947413.0,1940743396811.0,12000000.0,5922.412284416667,161728.61640091665,0.03661944568755427
2020,2021-03-31,004370,149048288404.0,2048963987969.0,12000000.0,12420.690700333333,170746.99899741667,0.07274324452707513
2021,2022-03-31,004370,99637362533.0,2200767285527.0,12000000.0,8303.113544416667,183397.27379391665,0.04527392023147992
2022,2023-03-31,004370,116033570018.0,2315340178664.0,12000000.0,9669.464168166667,192945.01488866666,0.050115128259448166
2023,2024-03-30,004370,171469224876.0,2440801761177.0,12000000.0,14289.102073,203400.14676475,0.0702511886066955
2024,2025-03-31,004370,157630314203.0,2672575129457.0,12000000.0,13135.859516916667,222714.59412141665,0.058980685880672144
2025,2026-03-31,004370,170054449646.0,2831185859403.0,12000000.0,14171.204137166667,235932.15495025,0.060064742511061656
2019,2020-03-30,023530,-883680656055.0,11791008348953.0,60000000.0,-14728.01093425,196516.80581588333,-0.07494529983378968
2020,2021-03-31,023530,23679056399.0,11088762567306.0,60000000.0,394.65093998333333,184812.7094551,0.0021354101736126177
2021,2022-03-31,023530,-272964154001.0,11797006676936.0,60000000.0,-4549.402566683333,196616.77794893333,-0.023138424981539143
2022,2023-03-31,023530,0.0,11035116786002.0,60000000.0,0.0,183918.61310003334,0.0
2023,2024-03-30,023530,169180436381.0,10836449718811.0,60000000.0,2819.673939683333,180607.49531351667,0.015612164571512713
2024,2025-03-31,023530,-994075271502.0,17033617306143.0,60000000.0,-16567.9211917,283893.62176905,-0.058359610506424665
2025,2026-03-31,023530,73555557525.0,16866196238190.0,60000000.0,1225.92595875,281103.2706365,0.004361123070443632
2019,2020-03-30,026960,140545751689.0,1351941869855.0,400000000.0,351.3643792225,3379.8546746375,0.1039584281120563
2020,2021-03-31,026960,120588759228.0,1397256601851.0,400000000.0,301.47189807,3493.1415046275,0.08630394665392985
2021,2022-03-31,026960,115145658677.0,1448607177260.0,400000000.0,287.8641466925,3621.51794315,0.07948715185492508
2022,2023-03-31,026960,169611048759.0,1545550258853.0,400000000.0,424.0276218975,3863.8756471325,0.10974152913336738
2023,2024-03-30,026960,146302302445.0,1622874727791.0,400000000.0,365.7557561125,4057.1868194775,0.09015008980030242
2024,2025-03-31,026960,159046264652.0,1709476549885.0,400000000.0,397.61566163,4273.6913747125,0.09303799146159646
2025,2026-03-31,026960,146463695390.0,1737278347482.0,400000000.0,366.159238475,4343.195868705,0.08430640697403702
2019,2020-03-30,028260,1047890680687.0,26692096307354.0,500000000.0,2095.781361374,53384.192614708,0.03925846320276813
2020,2021-03-31,028260,1160650819953.0,32945482242712.0,500000000.0,2321.301639906,65890.964485424,0.035229437875651436
2021,2022-03-31,028260,1829084039967.0,33152239482954.0,500000000.0,3658.168079934,66304.478965908,0.05517226191936344
2022,2023-03-31,028260,2544956968509.0,31964121380517.0,500000000.0,5089.913937018,63928.242761034,0.07961917483082205
2023,2024-03-30,028260,2719106116709.0,39897109481722.0,500000000.0,5438.212233418,79794.218963444,0.06815296025278973
2024,2025-03-31,028260,2772012091811.0,37258539898529.0,450000000.0,6160.026870691111,82796.75533006445,0.07439937526699594
2025,2026-03-31,028260,3906652564846.0,57496949405446.0,450000000.0,8681.450144102222,127770.99867876888,0.06794538849874998
2019,2020-03-30,011170,756665993886.0,14053130391524.0,100000000.0,7566.65993886,140531.30391524,0.05384323441148566
2020,2021-03-31,011170,175348148336.0,13712355293944.0,100000000.0,1753.48148336,137123.55293944,0.012787602463410624
2021,2022-03-31,011170,1425601668371.0,15451196495425.0,100000000.0,14256.01668371,154511.96495425,0.09226480737547486
2022,2023-03-31,011170,27820456953.0,17264242286783.0,100000000.0,278.20456953,172642.42286783,0.0016114496362402495
2023,2024-03-30,011170,-39243085252.0,20232540579853.0,100000000.0,-392.43085252,202325.40579853,-0.0019396024486948106
2024,2025-03-31,011170,-1825555752135.0,19987944762878.0,100000000.0,-18255.55752135,199879.44762878,-0.09133283955864525
2025,2026-03-31,011170,-2476176326250.0,17628428467279.0,100000000.0,-24761.7632625,176284.28467279,-0.14046495017103502
2019,2020-03-30,030200,669347000000.0,15186953000000.0,1000000000.0,669.347,15186.953,0.04407381783561192
2020,2021-03-31,030200,703392000000.0,15551433000000.0,1000000000.0,703.392,15551.433,0.04523004407375192
2021,2022-03-31,030200,1459395000000.0,16567161000000.0,1000000000.0,1459.395,16567.161,0.0880896250117929
2022,2023-03-31,030200,1387663000000.0,18414723000000.0,1000000000.0,1387.663,18414.723,0.07535617016883718
2023,2024-03-30,030200,988718000000.0,18561137000000.0,1000000000.0,988.718,18561.137,0.05326818071543785
2024,2025-03-31,030200,417094000000.0,17996549000000.0,1000000000.0,417.094,17996.549,0.023176332306821715
2025,2026-03-31,030200,1836770000000.0,19458023000000.0,1000000000.0,1836.77,19458.023,0.09439653761330223
2019,2020-03-30,051910,376104000000.0,17383789000000.0,292000000.0,1288.027397260274,59533.52397260274,0.021635329328951243
2020,2021-03-31,051910,682408000000.0,18790440000000.0,292000000.0,2337.013698630137,64350.82191780822,0.03631676533386126
2021,2022-03-31,051910,3953904000000.0,23209988000000.0,292000000.0,13540.767123287671,79486.2602739726,0.17035355640855998
2022,2023-03-31,051910,2195518000000.0,37481127000000.0,292000000.0,7518.897260273972,128360.02397260274,0.05857662711155937
2023,2024-03-30,051910,2053425000000.0,40938185000000.0,292000000.0,7032.277397260274,140199.26369863015,0.05015916069557065
2024,2025-03-31,051910,515011000000.0,47995463000000.0,292000000.0,1763.736301369863,164368.02397260274,0.010730410080636164
2025,2026-03-31,051910,-977063000000.0,47105545000000.0,292000000.0,-3346.1061643835615,161320.3595890411,-0.02074199544873114
2019,2020-03-30,120110,22121808463.0,2126336443174.0,40000000.0,553.045211575,53158.41107935,0.01040371975658687
2020,2021-03-31,120110,205512192842.0,2292044148368.0,40000000.0,5137.80482105,57301.1037092,0.08966327851421643
2021,2022-03-31,120110,203824696413.0,2550566027743.0,40000000.0,5095.617410325,63764.150693575,0.07991351495940875
2022,2023-03-31,120110,189160141708.0,2733101602938.0,40000000.0,4729.0035427,68327.54007345,0.0692107975439547
2023,2024-03-30,120110,50777732316.0,2929657066606.0,40000000.0,1269.4433079,73241.42666515,0.017332312677410353
2024,2025-03-31,120110,110628722171.0,3773001643532.0,40000000.0,2765.718054275,94325.0410883,0.02932114338212631
2025,2026-03-31,120110,51573520480.0,4065013253023.0,40000000.0,1289.338012,101625.331325575,0.012687171546524892
2019,2020-03-30,128940,63867247550.0,822261424899.0,25000000.0,2554.689902,32890.45699596,0.07767267880509528
2020,2021-03-31,128940,17289714876.0,831889474892.0,25000000.0,691.58859504,33275.57899568,0.020783668261032676
2021,2022-03-31,128940,81478223722.0,928259408765.0,25000000.0,3259.12894888,37130.3763506,0.08777527375715206
2022,2023-03-31,128940,101558192480.0,1009226682083.0,25000000.0,4062.3276992,40369.06728332,0.10062971409989707
2023,2024-03-30,128940,165366177835.0,1100210644155.0,25000000.0,6614.6471134,44008.4257662,0.1503041065031751
2024,2025-03-31,128940,140431062099.0,1240751591638.0,25000000.0,5617.24248396,49630.06366552,0.11318225424446764
2025,2026-03-31,128940,187135533539.0,1422853222734.0,25000000.0,7485.42134156,56914.12890936,0.13152131966178543
2019,2020-03-30,267250,115347380000.0,11884694853000.0,160000000.0,720.921125,74279.34283125,0.009705539891996753
2020,2021-03-31,267250,-789719525000.0,11097854235000.0,160000000.0,-4935.74703125,69361.58896875,-0.0711596591807281
2021,2022-03-31,267250,186012264000.0,11887499518000.0,800000000.0,232.51533,14859.3743975,0.015647720003550036
2022,2023-03-31,267250,2234955013000.0,23263664039000.0,800000000.0,2793.69376625,29079.58004875,0.09607063656237663
2023,2024-03-30,267250,785832206000.0,23231837100000.0,800000000.0,982.2902575,29039.796375,0.03382565927168971
2024,2025-03-31,267250,1930179481000.0,26385102145000.0,800000000.0,2412.72435125,32981.37768125,0.07315414093880136
2025,2026-03-31,267250,3675482625000.0,30335091114000.0,800000000.0,4594.35328125,37918.8638925,0.12116273563139957
2020,2021-03-31,329180,-431445898000.0,5360784621000.0,120000000.0,-3595.3824833333333,44673.205175,-0.08048185638905936
2021,2022-03-31,329180,-814227962000.0,5594024949000.0,120000000.0,-6785.233016666667,46616.874575,-0.14555315169725033
2022,2023-03-31,329180,-352064622000.0,5287819487000.0,120000000.0,-2933.87185,44065.162391666665,-0.06658030268725018
2023,2024-03-30,329180,24689214000.0,5207440310000.0,120000000.0,205.74345,43395.33591666666,0.00474114200648418
2024,2025-03-31,329180,621509420000.0,5704448501000.0,120000000.0,5179.245166666667,47537.07084166667,0.10895171021195972
2025,2026-03-31,329180,1415484565000.0,9341620098000.0,120000000.0,11795.704708333333,77846.83415,0.15152452681125933
2019,2020-03-30,014680,91031209690.0,520553678128.0,30000000.0,3034.373656333333,17351.789270933332,0.17487381900242024
2020,2021-03-31,014680,123884013109.0,622270537996.0,30000000.0,4129.467103633333,20742.351266533333,0.19908384785171418
2021,2022-03-31,014680,158670881601.0,767869701413.0,30000000.0,5289.0293867,25595.656713766668,0.2066377685029385
2022,2023-03-31,014680,166977755320.0,852496588410.0,30000000.0,5565.9251773333335,28416.552947,0.19586911852800712
2023,2024-03-30,014680,108690123238.0,941487453306.0,30000000.0,3623.004107933333,31382.9151102,0.11544511066646557
2024,2025-03-31,014680,124893890949.0,1071443703044.0,30000000.0,4163.1296983,35714.790101466664,0.11656598530951569
2025,2026-03-31,014680,148134823618.0,1177266387675.0,30000000.0,4937.827453933333,39242.2129225,0.1258294852964872
2019,2020-03-30,005930,21738865000000.0,262880421000000.0,20000000000.0,1086.94325,13144.02105,0.08269488049853663
2020,2021-03-31,005930,26407832000000.0,275948016000000.0,20000000000.0,1320.3916,13797.4008,0.0956985753432632
2021,2022-03-31,005930,39907450000000.0,304899931000000.0,20000000000.0,1995.3725,15244.99655,0.1308870417553489
2022,2023-03-31,005930,55654077000000.0,354749604000000.0,20000000000.0,2782.70385,17737.4802,0.15688270366610474
2023,2024-03-30,005930,15487100000000.0,363677865000000.0,20000000000.0,774.355,18183.89325,0.04258466486542974
2024,2025-03-31,005930,34451351000000.0,402192070000000.0,20000000000.0,1722.56755,20109.6035,0.08565895145570622
2025,2026-03-31,005930,45206805000000.0,436320337000000.0,20000000000.0,2260.34025,21816.01685,0.10360920902937422
2019,2020-03-30,281820,36867140006.0,288481410498.0,60000000.0,614.4523334333334,4808.0235083,0.12779728143438066
2020,2021-03-31,281820,42590499838.0,347805270156.0,60000000.0,709.8416639666667,5796.7545026,0.12245501575895333
2021,2022-03-31,281820,41946593487.0,385163372483.0,60000000.0,699.10989145,6419.389541383333,0.10890597726514455
2022,2023-03-31,281820,55385938675.0,425985366698.0,60000000.0,923.0989779166666,7099.756111633334,0.13001840674556683
2023,2024-03-30,281820,31700589259.0,452613440707.0,60000000.0,528.3431543166666,7543.5573451166665,0.07003899223470349
2024,2025-03-31,281820,52685900043.0,481848727958.0,60000000.0,878.09833405,8030.812132633333,0.10934116245626434
2025,2026-03-31,281820,53392149112.0,530239452127.0,60000000.0,889.8691518666667,8837.324202116666,0.1006944106060441
2019,2020-03-30,012510,51025561350.0,363005013766.0,100000000.0,510.2556135,3630.05013766,0.14056434323216277
2020,2021-03-31,012510,57901330603.0,397981024656.0,100000000.0,579.01330603,3979.81024656,0.14548766653648312
2021,2022-03-31,012510,54413669533.0,501726226725.0,100000000.0,544.13669533,5017.26226725,0.1084529104411848
2022,2023-03-31,012510,23076078685.0,438499756772.0,100000000.0,230.76078685,4384.99756772,0.052625066100090254
2023,2024-03-30,012510,34328701391.0,445338536212.0,100000000.0,343.28701391,4453.38536212,0.07708450672828836
2024,2025-03-31,012510,78026871531.0,554824182699.0,100000000.0,780.26871531,5548.24182699,0.1406335087115889
2025,2026-03-31,012510,92289152067.0,631787001460.0,100000000.0,922.89152067,6317.8700146,0.14607637044403968
2019,2020-03-30,204320,118239649304.0,1585614508699.0,150000000.0,788.2643286933334,10570.763391326667,0.07457023674752818
2020,2021-03-31,204320,13861437600.0,1709581038753.0,150000000.0,92.409584,11397.20692502,0.008108090395124404
2021,2022-03-31,204320,178615842352.0,2044255959667.0,150000000.0,1190.7722823466668,13628.373064446667,0.08737450000199373
2022,2023-03-31,204320,118287647376.0,2273746112263.0,150000000.0,788.58431584,15158.307415086667,0.05202324337710308
2023,2024-03-30,204320,154600073679.0,2356155155918.0,150000000.0,1030.66715786,15707.701039453334,0.06561540452490493
2024,2025-03-31,204320,158249191839.0,2672754766186.0,150000000.0,1054.99461226,17818.365107906666,0.059208272244453
2025,2026-03-31,204320,122802266761.0,2875816804068.0,150000000.0,818.6817784066667,19172.11202712,0.042701700117785485
2019,2020-03-30,267270,50881204000.0,1577143246000.0,160000000.0,318.007525,9857.1452875,0.03226162501665369
2020,2021-03-31,267270,8504674000.0,1587532834000.0,160000000.0,53.1542125,9922.0802125,0.005357164159289445
2021,2022-03-31,267270,109773196000.0,1547807571000.0,160000000.0,686.082475,9673.79731875,0.07092173346140067
2022,2023-03-31,267270,99406644000.0,1667286941000.0,160000000.0,621.291525,10420.54338125,0.059621797277664874
